Job Name,Company Name,Job Type,Experience Required,Department,JD,City,Date Posted,Min Experience,Max Experience,Experience Category,Search Text,Extracted Skills
Full Time Front Desk Officer / Executive Job in Pakistan,"Confidential, Pakistan",Full Time Job,1 Year Job Exp.,Admin Job,"Greet and welcome guests as soon as they arrive at the officeDirect visitors to the appropriate person and officeAnswer, screen and forward incoming phone callsEnsure reception area is tidy and presentable, with all necessary stationery and material",Islamabad,2020-09-10,1,1,Experienced,"Full Time Front Desk Officer / Executive Job in Pakistan Greet and welcome guests as soon as they arrive at the officeDirect visitors to the appropriate person and officeAnswer, screen and forward incoming phone callsEnsure reception area is tidy and presentable, with all necessary stationery and material",[]
Online Full Time Call Center Representative Jobs in Pakistan,"Digital Otters, Pakistan",Full Time Jobs,1 Year Job Exp.,IT Jobs,"Manage large amounts of outbound calls in a timely manner for the United Kingdom Market
Follow communication &ldquo;scripts&rdquo; when handling different clients
Identify customers&rsquo; needs, clarify information, research every issue and provide",Lahore,2020-09-10,1,1,Experienced,"Online Full Time Call Center Representative Jobs in Pakistan Manage large amounts of outbound calls in a timely manner for the United Kingdom Market
Follow communication &ldquo;scripts&rdquo; when handling different clients
Identify customers&rsquo; needs, clarify information, research every issue and provide",['Communication']
Full Time Public Relation Officer Job in Pakistan,"AZCA Estate & Builders, Pakistan",Full Time Job,Job for Fresh Graduates,Admin Job,AZCA Estate &amp; Builders is looking for Candidate against the vacancy of Public Relations Officer. Candidate has to deal with following resposibilities.1) Interact with the vendors and suppliers.2) Manage the Transfers and agreements of Company3) O,Islamabad,2020-09-10,0,0,Fresh Graduate,Full Time Public Relation Officer Job in Pakistan AZCA Estate &amp; Builders is looking for Candidate against the vacancy of Public Relations Officer. Candidate has to deal with following resposibilities.1) Interact with the vendors and suppliers.2) Manage the Transfers and agreements of Company3) O,[]
Full Time Senior Front End React JS Developer Job in Pakistan,"Orbiqon, Pakistan",Full Time Job,3 Years Job Exp.,IT Job,"We are looking for a Experienced Front End + React JS Developer2-3 Years of experience (Lahore Based)**Handsome Salary Package****Must have good communication skills**Roles and Responsibilities:- Experience in Front End
- Must be able to convert desi",Lahore,2020-09-10,3,3,Experienced,"Full Time Senior Front End React JS Developer Job in Pakistan We are looking for a Experienced Front End + React JS Developer2-3 Years of experience (Lahore Based)**Handsome Salary Package****Must have good communication skills**Roles and Responsibilities:- Experience in Front End
- Must be able to convert desi","['React', 'Communication']"
Full Time SEO / SEM Expert Job in Pakistan,"Creatix Media, Pakistan",Full Time Job,1 Year Job Exp.,Web & E-commerce Job,Joint venture is expanding and looking for a SEO/SEM Expert to manage and perform optimization duties for client sites.The successful candidate should possess the following combined experience/knowledge:- Experienced SEO knowledge with focus on on-pa,Karachi,2020-09-10,1,1,Experienced,Full Time SEO / SEM Expert Job in Pakistan Joint venture is expanding and looking for a SEO/SEM Expert to manage and perform optimization duties for client sites.The successful candidate should possess the following combined experience/knowledge:- Experienced SEO knowledge with focus on on-pa,['SEO']
Full Time Supervisor Jobs in Pakistan,"The Skills Institute of New Technology, Pakistan",Full Time Jobs,Job for Fresh Graduates,Education Jobs,Lean and EarnEducationAdvertisingNetworkingOffice ManagementReceptionistInterviewerAccountantData entryFile Manger,Lahore,2020-09-10,0,0,Fresh Graduate,Full Time Supervisor Jobs in Pakistan Lean and EarnEducationAdvertisingNetworkingOffice ManagementReceptionistInterviewerAccountantData entryFile Manger,[]
Full Time Senior PHP Laravel Developer Jobs in Pakistan,"Intrercraft (Pvt) Limited, Pakistan",Full Time Jobs,2 Years Job Exp.,Computer Software Jobs,"We are looking for a full stack PHP Developer for our Rawalpindi office with at least three years of development experience.Required Skill Set and Expertise:Understanding of Microservice Architecture and API development.
Working with the team and man",Islamabad,2020-09-10,2,2,Experienced,"Full Time Senior PHP Laravel Developer Jobs in Pakistan We are looking for a full stack PHP Developer for our Rawalpindi office with at least three years of development experience.Required Skill Set and Expertise:Understanding of Microservice Architecture and API development.
Working with the team and man","['PHP', 'Laravel', 'API']"
Full Time IT Systems Manager Job in Pakistan,"E-Bizsoft Pvt Ltd, Pakistan",Full Time Job,5 Years Job Exp.,IT Job,e-BizSoft (Pvt.) Ltd. is looking for experienced IT Infrastructure Engineer to manage its hosting and network infrastructure operations.The position&rsquo;s responsibilities would include:Microsoft domain services deep knowledge and skills regarding,Karachi,2020-09-10,5,5,Experienced,Full Time IT Systems Manager Job in Pakistan e-BizSoft (Pvt.) Ltd. is looking for experienced IT Infrastructure Engineer to manage its hosting and network infrastructure operations.The position&rsquo;s responsibilities would include:Microsoft domain services deep knowledge and skills regarding,[]
Full Time Financial Advisor Jobs in Pakistan,"Efu Life Assurance Ltd, Pakistan",Full Time Jobs,< 1 Year,Insurance Jobs,"EFU Life hiring professional Financial Advisor for Rawalpindi branch officeCandidate with experience ofBanking, Sales &amp; Marketing would be preferred",Islamabad,2020-09-10,0,1,Entry Level,"Full Time Financial Advisor Jobs in Pakistan EFU Life hiring professional Financial Advisor for Rawalpindi branch officeCandidate with experience ofBanking, Sales &amp; Marketing would be preferred","['Marketing', 'Sales']"
Full Time Flutter Developer Jobs in Pakistan,"Tech Nation, Pakistan",Full Time Jobs,< 1 Year,IT Jobs,We are looking for an experienced Flutter developer to assist our team of talented engineers to design and build the next generation of our mobile applications.You will work closely with other app development and technical teams.You should be able to,Islamabad,2020-09-10,0,1,Entry Level,Full Time Flutter Developer Jobs in Pakistan We are looking for an experienced Flutter developer to assist our team of talented engineers to design and build the next generation of our mobile applications.You will work closely with other app development and technical teams.You should be able to,['Flutter']
Online Full Time Senior Laravel Developer Job in Pakistan,"Blufour, Pakistan",Full Time Job,< 1 Year,IT Job,Senior Laravel Developer at BytecodeThis is a home based/remote job.We are looking for a go-getter attitude who loves challenges and want to create awesome software products that will make you proud of and leave a legacy. You should be motivated and,Islamabad,2020-09-10,0,1,Entry Level,Online Full Time Senior Laravel Developer Job in Pakistan Senior Laravel Developer at BytecodeThis is a home based/remote job.We are looking for a go-getter attitude who loves challenges and want to create awesome software products that will make you proud of and leave a legacy. You should be motivated and,['Laravel']
Full Time Inside Sales Agent (Night Shift) Jobs in Pakistan,"Metro Consulting Grid, Pakistan",Full Time Jobs,< 1 Year,Sales Jobs,"As a Lead Generator, you will be responsible for as part of a team to support the Account Executives in prospecting and building a pipeline of qualified leads to meet business plans, quotas, and company objectives. The ideal candidate should be ambit",Islamabad,2020-09-09,0,1,Entry Level,"Full Time Inside Sales Agent (Night Shift) Jobs in Pakistan As a Lead Generator, you will be responsible for as part of a team to support the Account Executives in prospecting and building a pipeline of qualified leads to meet business plans, quotas, and company objectives. The ideal candidate should be ambit",['Sales']
Online Full Time Full Stack Developer .Net / Angular Jobs in Pakistan,"Forenax, Pakistan",Full Time Jobs,1 Year Job Exp.,IT Jobs,We are seeking .Net Developers with a strong background in building high-quality and high-performance web applications.The candidate(s) will be responsible for:Designing of enhancements to existing products and development of new productsWork with Qu,Lahore,2020-09-09,1,1,Experienced,Online Full Time Full Stack Developer .Net / Angular Jobs in Pakistan We are seeking .Net Developers with a strong background in building high-quality and high-performance web applications.The candidate(s) will be responsible for:Designing of enhancements to existing products and development of new productsWork with Qu,"['Angular', '.NET']"
Full Time Sales And Marketing Manager Jobs in Pakistan,"Star Marketing (Pvt.) Ltd., Pakistan",Full Time Jobs,5 Years Job Exp.,Real Estate Jobs,"Star Marketing (Pvt.) Ltd., is looking for a highly dynamic, result oriented and experienced Sales and Marketing Manager for its office in Islamabad. The Candidate will be responsible for:To boost sales of all current projectsClient briefing about on",Islamabad,2020-09-09,5,5,Experienced,"Full Time Sales And Marketing Manager Jobs in Pakistan Star Marketing (Pvt.) Ltd., is looking for a highly dynamic, result oriented and experienced Sales and Marketing Manager for its office in Islamabad. The Candidate will be responsible for:To boost sales of all current projectsClient briefing about on","['Marketing', 'Sales']"
Full Time PHP / Wordpress Developer Jobs in Pakistan,"Pearl-Soft, Pakistan",Full Time Jobs,1 Year Job Exp.,Web & E-commerce Jobs,We are looking for a PHP/Wordpress Developers for our Web Design Company and offering a full-time job for competent developers having at least one year of industry experience.We are based in I-8 Islamabad.,Islamabad,2020-09-09,1,1,Experienced,Full Time PHP / Wordpress Developer Jobs in Pakistan We are looking for a PHP/Wordpress Developers for our Web Design Company and offering a full-time job for competent developers having at least one year of industry experience.We are based in I-8 Islamabad.,"['PHP', 'WordPress']"
Full Time Graphic Designer Job in Pakistan,"Zarnab International (Pvt) Ltd., Pakistan",Full Time Job,1 Year Job Exp.,Marketing Job,We are looking for a Graphic Designer who can design creative designs for social media posts and banners. Have to be creative and able to generate new ideas.,Lahore,2020-09-09,1,1,Experienced,Full Time Graphic Designer Job in Pakistan We are looking for a Graphic Designer who can design creative designs for social media posts and banners. Have to be creative and able to generate new ideas.,[]
